Title,Author,Genres,Avg_Rating,Num_Ratings,Num_Reviews,Description,Book_URL
The India They Saw,"Meenakshi Jain, Meenakshi Jain","History, India",4.87,23 ratings,3 reviews,"In the wake of the commercial and political expansion of Europe in the eighteenth century, there was a remarkable increase in the number of Europeans visiting India, not merely for trade but also in search of her fabled ancient wisdom. The European rediscovery of India's cultural heritage led to the emergence of Orientalist scholarship and a belief that India was the original home of the arts and sciences.

In India the great patron of Indie studies was the Governor-General, Warren Hastings. He gathered around himself a select group that included Charles Wilkins, Nathaniel Halhed, and William Jones, the most famous of the Orientalists.

But the growing political ascendancy of the British in India dampened the early exuberance for Indie studies. As conquerors, the British began to feel the need to justify their conquests and exalt their own race and religion. Several other forces were at work to turn the tide against India. The Industrial Revolution in England had created the need to convert India into a market for machine-made British goods. Meanwhile, the Evangelicals pressed for the Christianization and Anglicization of India, which, they felt, would lead to permanent British rule and also change Indian lifestyle to the advantage of British manufacturers. The Evangelicals allied with the Utilitarians to launch a tirade against Indian culture and force the retreat of the Orientalists.

This volume covers the period from A.D. 1700 to 1850. A significant number of travellers visited India during this century and a half. The accounts available to us are primarily those written in English. A considerable amount of the work in French and the rich accounts of the early Danish missionaries on the Coromandel Coast, for instance, have yet to be translated into English.",https://www.goodreads.com/book/show/31706905-the-india-they-saw
Indian Inspirations: Contributions by India,"Mayur Paranjape, Mayur Paranjape",N/A,4.27,11 ratings,4 reviews,"India, a country with the potential of the first world & the essence and challenges of the emerging world, has contributed not only to the very foundation of humankind by her contributions to culture, philosophy, medicine, mathematics, literature, architecture and human beliefs, but also by acting as one of the supporting pillars of the world with her excellent achievements in helping meet the world's basic necessities by some of her unmatched production capabilities, ranging from advances in nuclear and space research, to being the world's pharmacy, to catering to the international peace-keeping missions and her contribution to global peace. At last this book will take the reader through the soul of India, offer the feel of being back there and understand the good it has offered and continues to offer to the world. India has played a role in everyone's life, either through its global supply of vaccines, through its spices and curries, through its fabric of silk and hospitality, through the knowledge of botanicals and Ayurveda, and so on. This book will offer the reader a chance to understand the real meaning behind ""Unity in Diversity"" and why it is strongly associated with India.",https://www.goodreads.com/book/show/57932018-indian-inspirations
"The Girl from Foreign: A Search for Shipwrecked Ancestors, Forgotten Histories, and a Sense of Home","Sadia Shepard, Sadia Shepard","Memoir, Nonfiction, India, Jewish, Book Club, Biography, History, Religion, Womens, Travel",3.86,"1,011 ratings",176 reviews,"A search for shipwrecked ancestors, forgotten histories, and a sense of home

Fascinating and intimate, The Girl from Foreign is one woman's search for ancient family secrets that leads to an adventure in far-off lands. Sadia Shepard, the daughter of a white Protestant from Colorado and a Muslim from Pakistan, was shocked to discover that her grandmother was a descendant of the Bene Israel, a tiny Jewish community shipwrecked in India two thousand years ago. After traveling to India to put the pieces of her family's past together, her quest for identity unlocks a myriad of profound religious and cultural revelations that Shepard gracefully weaves into this touching, eye-opening memoir.",https://www.goodreads.com/book/show/2950717-the-girl-from-foreign
Valley of the Rats,"Mahtab Narsimhan, Mahtab Narsimhan","Canada, Fantasy, Middle Grade",3.83,30 ratings,11 reviews,"Book nerd Krish hates the outdoors, and camping. But especially germs. When Krish and his father, Kabir, take a camping trip to Ladakh, he convinces himself that they will bond, despite their differences.

When they’re lost in a bamboo forest, teeming with black rats, and germs, Krish is at an all-time low. His GF (gut feel) and a couple of rats lead them to a hidden village, Imdura, unmarked on any map.

Krish and his father are allowed to stay, only if they follow rules. But Krish soon realizes the village has an odd custom of worshipping rats. They also have a secret. And so does his Dad. Turns out, Krish has a secret too.

When all the secrets explode into the open, Krish and Kabir are in grave danger. Can Krish overcome his fears and phobias to take the chance offered to him? Or are he and his dad doomed to spend the rest of their lives among rats?",https://www.goodreads.com/book/show/57966889-valley-of-the-rats
His Father's Disease: Stories,"Aruni Kashyap, Aruni Kashyap","Short Stories, Fiction, India",4.11,82 ratings,18 reviews,"At a conference in Delhi, Assamese writer Sanjib reimagines the enduring fable of Tejimola, the girl who sprouted leaves. But the English-language literati don’t understand why he doesn’t write about the insurgency.

With the very first story in this unusual and unapologetic collection, Aruni Kashyap sets the tone for an intimate exploration of a terrain that is both familiar and alien. In the spirit of modern post-colonial storytellers like Chimamanda Ngozi Adichie and Daniyal Mueenuddin, his stories press the silences of the village and the nascent city to reveal their secrets. The result is a frank appraisal of our hypocrisies and desires, hopes and defeats—the stuff of the stuff we carry within us. Through tales that root up love, violence, motherhood and sex, Kashyap appears to ask: what are the stories about a place that are told, which ones are worth telling, what do we really want to say?",https://www.goodreads.com/book/show/48618216-his-father-s-disease
Sharmila's Book,"Bharti Kirchner, Bharti Kirchner","Fiction, India, Novels, Romance",3.23,131 ratings,15 reviews,"Longing for a connection to her Indian heritage, Americanborn Sharmila Sen agrees to an arranged marriage, but her trip to India forces her to confront her doubts about her distant intended husband, controlling motherinlaw, and a sinister mystery surrounding the death of her fiancT's first wife. By the author of Shiva Dancing. Reprint.",https://www.goodreads.com/book/show/101394.Sharmila_s_Book
Pasión india,"Javier Moro, Javier Moro","India, Historical Fiction, Romance, Fiction, Historical, Asia, Spanish Literature, Spain, Book Club, Audiobook",4.13,"6,699 ratings",459 reviews,"El 28 enero de 1908, una española de 17 años, sentada a lomos de un elefante lujosamente enjaezado, hace su entrada en una pequeña ciudad del norte de la India. El pueblo entero está en la calle rindiendo un cálido homenaje a la nueva princesa de tez tan blanca como las nieves del Himalaya. Podría parecer un cuento de hadas, pero así fue la boda de la andaluza Anita Delgado con el riquísimo maharajá de Kapurthala. Y así empezó una gran historia de amor —y traición— que se desgranó durante casi dos décadas en el corazón de una India a punto de extinguirse. Tras realizar minuciosas investigaciones en Europa y en la India, Javier Moro —autor de El pie de Jaipur, Las montañas de Buda y coautor de Era medianoche en Bhopal— revela con todo lujo de detalles los secretos de aquella relación que culminó con uno de los mayores escándalos ocurridos en la India inglesa. Y nos traslada al fabuloso mundo de los maharajás, con sus harenes de Las mil y una noches, sus bacanales eróticas, su pasión por las joyas, los palacios, el flamenco, los caballos, los Rolls Royce y las cacerías de tigres. «Si al final he escrito una novela —dice el autor—, no ha sido por deseo de inventar nada, sino al contrario, para reflejar mejor el sabor de una época, así como los olores y colores de la India, las prodigiosas extravagancias de los últimos maharajás y la irresistible personalidad de Anita Delgado, fiel a sus sentimientos hasta que logró conquistar su propia libertad.»",https://www.goodreads.com/book/show/183711.Pasi_n_india
India,"Radhika Srinivasan, Tadhika Srinivasan, Leslie Jermyn, Radhika Srinivasan","Nonfiction, India",4.13,8 ratings,1 review,"Gathers information pertinent to India and its customs, religion, and history, and includes current environmental and political concerns, cultural and geopolitical maps, and recipes of native dishes.",https://www.goodreads.com/book/show/3556310-india
Desert Places,"Robyn Davidson, Robyn Davidson","Travel, Nonfiction, India, Memoir, Adventure, Asia, Australia, Biography Memoir, Nature, Biography",3.79,403 ratings,50 reviews,"* Robyn Davidson's previous book, Tracks, won the Thomas Cook Travel Book Award In 1992 Robyn Davidson traveled through a year's migratory cycle with the Rabari, pastoral nomads of northwest India, whose grazing lands and trading and pilgrimage routes are quickly being destroyed by new political boundaries, atomic test sites, and irrigation. Sleeping among five thousand sheep and surviving on goat's milk, flatbread, and parasite-infested water in a landscape of misery and haunting loveliness, she endured exhaustion, malnutrition and disease. But she gained an understanding and the trust of a fiercely courageous people with a disappearing way of life. Displaying a writer's acute eye for detail and a traveler's keen appreciation for the beauty to be found in the earth's most desolate landscapes, Robyn Davidson explores with ruthless honesty her own desert places even as she immortalizes these keepers of the way and a culture about to die. Fans of Bruce Chatwin, Peter Mathiessen, and Mary Morris will find themselves enthralled by the passion and beauty of this account by a woman traveler who may be one of the great adventurers of our time (The Boston Globe).",https://www.goodreads.com/book/show/639361.Desert_Places
A Lovesong for India: Tales from the East and West,"Ruth Prawer Jhabvala, Ruth Prawer Jhabvala","Fiction, Short Stories, India",3.30,145 ratings,17 reviews,"In this expansive story collection, acclaimed writer Ruth Prawer Jhabvala continues her lifelong meditation on East and West. Set in India, England, and New York City, A Lovesong for India reveals what unites us across oceans, cultures, and lifetimes.

In “Innocence,” an older couple, whose social standing is marred from a decades-old scandal, rent out rooms in their Delhi home for both companionship and income. Isolated and battling blame and guilt, the couple becomes deeply invested in the lives of their two tenants. With the addition of a third renter—a beautiful and provocative woman from India—tensions in the household push the story to its feverish conclusion.

The story “Talent” finds Jhabvala in New York City reflecting on the friction between family and societal expectations. Magda is a talent scout whose entire life is her work until she meets Ellie, a singer whose immense ability and unguarded personality captivate Magda. Soon Ellie is integrated into Magda’s extended family for better or worse.

Remarkable and unwavering, this collection is the hallmark of Jhabvala’s celebrated career and a testament to her “balance, subtlety, wry humor, and beauty” —.",https://www.goodreads.com/book/show/12092621-a-lovesong-for-india
