Title,Author,Genres,Avg_Rating,Num_Ratings,Num_Reviews,Description,Book_URL
Homer & Langley,"E.L. Doctorow, E.L. Doctorow","Fiction, Historical Fiction, Book Club, New York, Historical, Literary Fiction, Audiobook",3.64,"11,389 ratings","1,928 reviews","From Ragtime and Billy Bathgate to The Book of Daniel, World’s Fair, and The March, the novels of E. L. Doctorow comprise one of the most substantive achievements of modern American fiction. Now, with Homer & Langley, this master novelist has once again created an unforgettable work.

Homer and Langley Collyer are brothers – the one blind and deeply intuitive, the other damaged into madness, or perhaps greatness, by mustard gas in the Great War. They live as recluses in their once grand Fifth Avenue mansion, scavenging the city streets for things they think they can use, hoarding the daily newspapers as research for Langley’s proposed dateless newspaper whose reportage will be as prophecy. Yet the epic events of the century play out in the lives of the two brothers – wars, political movements, technological advances – and even though they want nothing more than to shut out the world, history seems to pass through their cluttered house in the persons of immigrants, prostitutes, society women, government agents, gangsters, jazz musicians... and their housebound lives are fraught with odyssean peril as they struggle to survive and create meaning for themselves.

Brilliantly conceived, gorgeously written, this mesmerizing narrative, a free imaginative rendering of the lives of New York’s fabled Collyer brothers, is a family story with the resonance of myth, an astonishing masterwork unlike any that have come before from this great writer.",https://www.goodreads.com/book/show/6324914-homer-langley
Heaven's Gate,"Deborah Leitch, Deborah Leitch",N/A,3.67,15 ratings,1 review,"Where does your energy go when you die? Does it have a destination? What would happen if it never reached its destination?Simon Gallagher, a brilliant physicist has created a device that can track energy as it leaves the body at the moment of death. His quest to discover its destination leads him to Mullen Falls and a secret that has been protected since the beginning of time. A secret that changes the way he thinks about spirituality and the meaning of life.Dr. Galen Thomas has discovered how to collect energy as it leaves the body at the moment of death. His goal is to use the energy to extend the lives of those he deems worthy. His business partner Devlin Matthews has other ideas. He plans to collect the energy and sell it to anyone with the dream of immortality.The diversion of energy away from its intended destination begins to have grave consequences on the town. Simon must find a way to stop the diversion, protect the woman he loves and keep the ancient secret.Heaven's Gate is a science fiction novel that will take you on an action packed adventure of scientific possibility, clashing values and personal reflection.",https://www.goodreads.com/book/show/19397263-heaven-s-gate
Naked Addiction,"Caitlin Rother, Caitlin Rother","Mystery, Thriller, True Crime, Crime, Audiobook",3.85,119 ratings,22 reviews,"Tired of working undercover narcotics, police detective Ken Goode wants a transfer to homicide. After the Camus-reading surfer finds the body of a beautiful woman in an alley, he is assigned to head a team of relief detectives with the hopes of proving he is homicide-worthy. As Goode explores the underbelly of the affluent coastal enclave of La Jolla, California, and its hipster neighbor, Pacific Beach, he clashes with the patrons and employees of a neighborhood bar: real estate agents and beauty school students who have possible ties to an escort service and a drug ring – and keep turning up dead. The untimely disappearance of Goode’s sister proves a worrisome distraction as he chases suspects and a dogged cub reporter chases him. In this intricately-layered plot, Rother’s characters use substances or other people to try to fill the empty spaces within themselves, with addictions ranging from sex, alcohol, cocaine and cigarettes to Goode’s own, caffeine and damaged women.",https://www.goodreads.com/book/show/23509377-naked-addiction
The Power,"Rhonda Byrne, Rhonda Byrne","Self Help, Nonfiction, Spirituality, Personal Development, Psychology, Philosophy, Inspirational",4.08,"32,194 ratings","1,557 reviews","The Secret revealed the law of attraction. Now Rhonda Byrne reveals the greatest power in the universe—The Power to have anything you want.

In this book you will come to understand that all it takes is just one thing to change your relationships, money, health, happiness, career, and your entire life. Every discovery, invention, and human creation comes from The Power. Perfect health, incredible relationships, a career you love, a life filled with happiness, and the money you need to be, do, and have everything you want, all come from The Power. The life of your dreams has always been closer to you than you realized, because The Power—to have everything good in your life—is inside you. To create anything, to change anything, all it takes is just one thing…THE POWER.",https://www.goodreads.com/book/show/8579016-the-power
Shakespeare Saved My Life,"Laura Bates, Laura Bates","Nonfiction, Memoir, Shakespeare, Biography, Book Club, Biography Memoir, Books About Books",3.90,"6,374 ratings","1,139 reviews","Just as Larry Newton, one of the most notorious inmates at Indiana Federal Prison, was trying to break out of jail, Dr. Laura Bates was trying to break in. She had created the world’s first Shakespeare class in supermax – the solitary confinement unit.

Many people told Laura that maximum-security prisoners are “beyond rehabilitation."" But Laura wanted to find out for herself. She started with the prison's most notorious inmate: Larry Newton. When he was 17 years old, Larry was indicted for murder and sentenced to life with no possibility of parole. When he met Laura, he had been in isolation for 10 years.

Larry had never heard of Shakespeare. But in the characters he read, he recognized himself.

In this profound illustration of the enduring lessons of Shakespeare through the ten-year relationship of Bates and Newton, an amazing testament to the power of literature emerges. But it's not just the prisoners who are transformed. It is a starkly engaging tale, one that will be embraced by anyone who has ever been changed by a book.",https://www.goodreads.com/book/show/14296907-shakespeare-saved-my-life
Take One With You,"Oak Anderson, Oak Anderson","Thriller, Mystery, Crime, Fiction, Suspense, Mystery Thriller, Action",3.55,515 ratings,174 reviews,"MURDER GOES VIRAL!

Charlie and Sarah, two disaffected teens dealing with depression, meet in an online chatroom and soon hatch a plan to bring meaning to their lives by encouraging other despondent individuals to help eradicate the ""scum of society"", such as pedophiles and rapists who have escaped justice. Anyone determined to commit suicide is urged to first kill someone who ""got away with it"" before taking their own life. Why not, they ask, ""take one with you?""

The idea goes viral and things rapidly spiral out of control. As they develop feelings for each other, their worldwide followers begin to enact a very different version of their idea, perverting its original intent and threatening the thin line between civil society and criminal anarchy. Just as they find the hope of happiness together, Charlie and Sarah must deal with the monster they've created, a global epidemic of murder-suicide that threatens the very core of their humanity.

Take One With You is a unique crime thriller/millennial love story that poses the question: If you knew you were going to die tomorrow, would you kill someone tonight? Someone who had done something terrible. Someone who deserved to die. If so, who would it be? If you wouldn't go that far, what about your neighbor? Your friend? Your enemy? Who draws the line? Who decides who lives and who dies? And what if we all began to take justice into our own hands?",https://www.goodreads.com/book/show/20735474-take-one-with-you
Child Witch London,"Mike Ormsby, Mike Ormsby",N/A,4.45,22 ratings,6 reviews,"What happens when a journalist meets an exorcist? Frank Kean found out the hard way, in Child Witch Kinshasa. In Child Witch London, the second part of this two-volume novel, friendship and fear collide in the peaceful setting of suburban UK. Frank returns to England from Congo. His cosy routine spins out of control, family life implodes, and tragedy strikes. Is it bad luck? Or black magic, retribution by sorcery for betraying Dudu, the homeless street kid he befriended in Kinshasa? Child Witch London - just because you want to help, it doesn't mean you can.",https://www.goodreads.com/book/show/20962083-child-witch-london
City on Fire,"Garth Risk Hallberg, Garth Risk Hallberg","Fiction, Historical Fiction, New York, Literary Fiction, Contemporary, Historical, Novels",3.39,"15,454 ratings","2,495 reviews","New York Times
 
New York City, 1976. Meet Regan and William Hamilton-Sweeney, estranged heirs to one of the city’s great fortunes; Keith and Mercer, the men who, for better or worse, love them; Charlie and Samantha, two suburban teenagers seduced by downtown’s punk scene; an obsessive magazine reporter and his idealistic neighbor—and the detective trying to figure out what any of them have to do with a shooting in Central Park on New Year’s Eve.
 
The mystery, as it reverberates through families, friendships, and the corridors of power, will open up even the loneliest-seeming corners of the crowded city. And when the blackout of July 13, 1977, plunges this world into darkness, each of these lives will be changed forever.
 
is an unforgettable novel about love and betrayal and forgiveness, about art and truth and rock ’n’ roll: about what people need from each other in order to live . . . and about what makes the living worth doing in the first place.",https://www.goodreads.com/book/show/24189224-city-on-fire
In His Majesty's Service,"Naomi Novik, Naomi Novik","Fantasy, Dragons, Historical Fiction, Alternate History, Fiction, Historical, Science Fiction Fantasy",4.22,"2,282 ratings",113 reviews,"Together in one volume, here are the first three novels in Naomi Novik’s New York Times bestselling Temeraire series, combining the gripping history of the Napoleonic era, the thrill of Anne McCaffrey’s Dragonriders of Pern books, and the excitement of Patrick O’Brian’s seafaring adventures. In His Majesty’s Service also includes an exclusive original Temeraire short story.

Capt. Will Laurence is serving with honor in the British Navy when his ship captures a French frigate harboring most a unusual cargo–an incalculably valuable dragon egg. When the egg hatches, Laurence unexpectedly becomes the master of the young dragon Temeraire and finds himself on an extraordinary journey that will shatter his orderly, respectable life and alter the course of his nation’s history.

Thrust into England’s Aerial Corps, Laurence and Temeraire undergo rigorous training while staving off French forces intent on breaching British soil. But the pair has more than France to contend with when China learns that an imperial dragon intended for Napoleon–Temeraire himself– has fallen into British hands. The emperor summons the new pilot and his dragon to the Far East, a long voyage fraught with peril and intrigue. From England’s shores to China’s palaces, from the Silk Road’s outer limits to the embattled borders of Prussia and Poland, Laurence and Temeraire must defend their partnership and their country from powerful adversaries around the globe. But can they succeed against the massed forces of Bonaparte’s implacable army?",https://www.goodreads.com/book/show/6238768-in-his-majesty-s-service
I Remember Running: The Year I Got Everything I Ever Wanted - and ALS,"Darcy Wakefield, Jonathan Eig, Darcy Wakefield","Memoir, Nonfiction, Medical, Essays, Biography",4.14,225 ratings,35 reviews,"A little over a year ago, Darcy Wakefield was a single, 33-year-old athletic, workaholic English professor, a vegetarian who had never had a serious health problem or injury. Then she was diagnosed with ALS, and her world turned upside down. I Remember Running is Darcy's story of change and loss and challenges during her first year with ALS, as she struggles to make sense of her diagnosis and redefine herself in the face of this terminal illness. With unflagging courage, wit, and eloquence, Darcy shares what she calls her ""fast-forward"" life, a life in which she applies for disability, leaves her job, and plans her own funeral as well as meets and moves in with her true love, buys a house, and gives birth to her first child in less time than it takes most of us to accomplish even one of these things. Beautifully written and wholly inspiring, I Remember Running proves that it is possible to live a rich, meaningful life after being diagnosed with a terminal illness, and will move readers to see the world in a different light.",https://www.goodreads.com/book/show/35362.I_Remember_Running
