Title,Author,Genres,Avg_Rating,Num_Ratings,Num_Reviews,Description,Book_URL
The Song and the Pendant,"Magnus Von Black, Magnus Von Black",N/A,4.67,9 ratings,6 reviews,"The Song and the Pendant is an epic science fiction romantic fantasy comedy; a pseudo-fictional work of archaeological theology and speculative futurist super-hero quasi-Victorian space drama that will shatter your expectations, and possibly even your heart.

This is the typical age-old tale of girl meets boy, boy is gay, space vortex almost kills them, girl goes to opera, boy and girl get sucked into interstellar time war, girl punches dinosaur, boy meets other boy, girl throws piano at super villain, Jesus discusses his favorite band, the creation of the universe is at least partially explained... you know, just your average, run of the mill science fiction romance time travel dragon karate super power nanotechnology love story about a girl who doesn't get along with her dad.

It is the tale of Clara Edmonds, recent college graduate, and an independent, internally romantic young woman faced with a difficult choice between a career imagined for her by her parents, and the insistent dictates of her spirit. Her willingness to obey these mandates of passion and purpose will lead her on an adventure far beyond her intended destination of San Francisco, and even beyond our world. This is a tale of passion, of opera, of lost loves and strange wars which span vast chasms of space and time. It is a whirling, violent, and quietly beautiful poem through which we experience her deliciously naive feelings for an enigmatic pianist from another planet. It is at times a kaleidoscopic dirge in which we are stung by her anger and fear as she punches a dinosaur in the face, and hurls a grand piano at a well-mannered, super powered butler in the employ of a time traveling, psychopathic, warrior aristocrat. This is a triumphant ballad of human culture in which grown men fall in love, a flying priestess vaporizes a mansion with her eyeball lasers, portals to hell are opened, and two ageless masterminds engage in a ruthless shadow war of archaeology, religion, physics, and brute preternatural force. Most importantly, this is the origin story of the greatest and most powerful super hero in the history of human literature.

Actual Length: 246,000 words (~900 pages, if it were a paperback.)",https://www.goodreads.com/book/show/21825794-the-song-and-the-pendant
The Thing With Feathers,"Anne Sweazy-Kulju, Anne Sweazy-Kulju","Fiction, Drama, Historical Fiction",4.35,51 ratings,19 reviews,"As the inhabitants of Cloverdale, Oregon, welcomed in the twentieth century, they were not unaccustomed to hard times and thorny situations.

Small communities banded together for protection and hope. Heroes and villains were often difficult to decipher.

When an itinerate Baptist preacher arrived with his baby daughter and a wife lost on the trail, there was no one prepared to suspect what lurid secrets and heartbreak he might be concealing. As the preacher sets his sights against those who might oppose him, the names and the lives of the
good people of Cloverdale may not be spared.

Yet in the midst of the machinations of a mad man, virtue and valor can persist. The Thing with Feathers is known to fly through wars, depressions, and natural disasters. Will the Marshall clan and the good people of Cloverdale find it in time?",https://www.goodreads.com/book/show/15810471-the-thing-with-feathers
Conquest,"C.J. Somersby, C.J. Somersby",Fantasy,3.83,24 ratings,12 reviews,"Samuel Black just wants a normal life. However, being a private investigator, things aren't quite that simple. Especially a private investigator with supernatural powers.

His life is about to get even more complicated when he meets a new client: Alleam. For Alleam is an Angel, you see. And the target Alleam wants found is none other than the first Horseman of the Apocalypse, Conquest. Drawn into a crazy world of angels, demons, bikers (who are also angels and demons), Holy nukes, Heaven, Hell and all manner of Biblical terrors, Sam will embark upon a journey that will tear his world apart, and maybe the world itself.

Sam didn't ask for any of this, but here he is. Stopping the apocalypse. Fancy that.",https://www.goodreads.com/book/show/25693315-conquest
The Malevolent Twin,"Mary Sage Nguyen, Mary Sage Nguyen",N/A,3.53,15 ratings,7 reviews,"A murderous wicked twin.
An innocent, law abiding, and oblivious girl.
The ultimate brawl between contrasting sisters!
Murder, mystery, suspense and more

Avery is a normal teenager, except for Venice. Venice is Avery’s imaginary friend or so she thinks. When the two begin to fight. Avery starts her investigation, to figure out what Venice really is. She encounters a wise old exorcist, and an albino psychic who assist her, with attempting to remove Venice. Which comes too late as Venice goes on a murdering rampage using Avery’s body. Does Avery survive the Wrath of Venice?

Find out in…

The Malevolent Twin",https://www.goodreads.com/book/show/25337672-the-malevolent-twin
Fangs of K'aath,"Paul Kidd, Paul Kidd",Fantasy,4.53,51 ratings,8 reviews,"A story of stories that inspired a generation of artists and writers. An enthralling fairytale in the ""Arabain Nights"" tradition - a tale for adults and the young at heart - a tale of filled with sinister powers, disguised princes, herem girls and scimitars. In the Kingdom of Osra, on the shores of the Amu Daya, there is a city of ancient mystery. Here in the dusty markets, dwells a little Sandhri, mistress of a thousand fleas and teller of ten thousand tales. Bewitching, gossiping, loveable, infuriating... But when the begger girl falls in love with a handsome price, an ancient evil is awakened, a savage power that threatens to tear their worlds apart...",https://www.goodreads.com/book/show/1118801.Fangs_of_K_aath
STORY OF AN INDIAN WOMAN,"Anantaroopa, Anantaroopa",N/A,0.00,0 ratings,0 reviews,"A story of an Indian woman who was born eight decades ago in a landlord's family, and her life as it progresses from birth to her marriage and subsequently the events in her life as they unfold , some dramatic and some not so , to the birth of her children, dealing with a negligent husband, finding the strength to raise her children well, and dealing with the societal changes , aspiring to be progressive and finally doing something which would be helpful to others before her death, so that she can die peacefully.",https://www.goodreads.com/book/show/25712519-story-of-an-indian-woman
Show Time,"Phil Harvey, Phil Harvey","Fiction, Thriller, Survival",3.13,78 ratings,40 reviews,"Future viewing audiences have become totally desensitized to violence and entirely dependent on sensation to escape their boring workaday lives—an addiction nurtured by the media with graphic portrayals of war and crime and with so-called reality programming. Now, TV execs in pursuit of the only things they care about—higher ratings and bigger paychecks—have created the ultimate reality show: Seven people, each bearing the scars of his or her past, are deposited on an island in the middle of Lake Superior. Given some bare necessities and the promise of $400,000 each if they can endure, the three women and four men risk death by starvation or freezing as the Great Lakes winter approaches. The island is wired for sound, and flying drones provide the video feed, so everything the contestants do and say is broadcast worldwide. Their seven-month ordeal is entirely unscripted, they can’t ask for help or they forfeit the prize, and as far as the network is concerned—the fewer survivors the better.",https://www.goodreads.com/book/show/13599403-show-time
Before Life Happened,"Isabel Curtis, Isabel Curtis","Young Adult, Contemporary, Fiction, Realistic Fiction, Coming Of Age",3.76,121 ratings,20 reviews,"*The Outsiders meets Speak*

A distinctive young-adult coming-of-age debut novel about grief, loss and life choices set in a modern day troublesome neighbourhood.

After a devastating loss, sixteen-year-old Hayden Wilson finds herself stuck between a past she can’t let go of and a future that struggles to make sense. Gangs, drugs and shootings are the background to this fast-paced page-turner where every wrong choice leads Hayden one step closer to self-destruction.

A series of events will force her on the run, wanted by the police, and Hayden will have to face the consequences of her mistakes. But will she get another chance?

From a talented new voice comes an intense gripping realistic novel that tackles the issues of teenage depression through a powerful narration which will take readers through an emotional journey about an adolescent’s transition into adulthood - blending visceral experiences with authentic and poignant diary entries.

“Before Life Happened” is the first book in the “Before” series.",https://www.goodreads.com/book/show/25439754-before-life-happened
Kimjongilia,"Victor Fox, Victor Fox","Novels, Fiction, Historical Fiction",3.71,294 ratings,17 reviews,"Poor kitchen worker Kim Suk is asked to make the ultimate sacrifice for her Party—marry, and inform on, the puppet they will install as Supreme Leader of North Korea, Kim Sung. No one told her he was capriciously cruel and sexually deviant.

Chinese guerrilla fighter Peter Chang, ordered to protect Kim Suk from her new husband, is an angry man haunted by his mother's death and his father's abandonment. No one told him he wasn't expected to survive his newest assignment in the Kim household.

While the two secretly carry out their orders from different superiors, they become romantically entangled, each struggling to protect the other from the darkest secrets of conspiracy and manipulation.


After North Korea allegedly hacked Sony pictures, many publishers were afraid to publish this explosive book. To them, it was just too risky. Regardless of the warnings and threats, I have decided to go ahead and make this book available to you without censoring any information.",https://www.goodreads.com/book/show/25584875-kimjongilia
Find Your Purpose Using Science,"Gleb Tsipursky, Agnes Vishnevkin, Gleb Tsipursky","Self Help, Psychology, Nonfiction, Science",4.13,47 ratings,15 reviews,"This workbook helps you live a meaningful life by finding and living your purpose using science-based strategies. It combines an engaging narrative, stories from people's lives, and research-informed exercises and worksheets designed to help you cultivate a rich sense of meaning and purpose. Written by Dr. Gleb Tsipursky, this workbook draws on the author's scholarship on meaning and purpose and his experience as a science popularizer and volunteer President of Intentional Insights. Tsipursky will donate most of the profit to Intentional Insights, a nonprofit devoted to empowering people to refine and reach their goals by providing research-based content to help improve thinking, feeling, and behavior patterns. ""With his warm, engaging, and vulnerable style, Dr. Tsipursky shares his own personal struggle, and that of many others, to reconcile the world of science and reason with the more elusive and subtle pingings of the human heart - to create a life that is larger than oneself,"" wrote Brandon Peele, purpose coach and Founder of PlanetPurpose and EVR1 Institute. ""Dr. Tsipursky shows how modern research in fields such as cognitive psychology and neuroscience provide demonstrable strategies that allow us to create a purpose - our own purpose,"" according to Dr. Bo Bennett, a Doctor of Psychology and author of Logically Fallacious. Those who read draft versions gained much from their experience. ""Its research-based strategies for evaluating one's purpose and meaning have helped me develop a clearer vision for my future. I am currently pursuing a new set of goals - both personally and professionally - that align with my values,"" in the words of John Johnson. Science really can answer life's big questions, such as ""why am I here,"" as shown by a wave of recent research in psychology, cognitive neuroscience, and medicine. The research highlights that such questions are vital, since people who lack a rich sense of purpose have significantly worse mental and physical health. The vast majority of guidance on meaning and purpose comes from traditional sources such as cultural heritage and religion. While this guidance works for some, unfortunately traditional sources of meaning and purpose do not speak nearly so well to others who want an evidence-based approach in which they can be truly confident. This workbook offers science-based strategies and data-driven tools to help you improve your mental and physical health by finding the meaning of your life and thus living with a purpose. Read this book to find your purpose using science!",https://www.goodreads.com/book/show/25878671-find-your-purpose-using-science
