Title,Author,Genres,Avg_Rating,Num_Ratings,Num_Reviews,Description,Book_URL
The Mysterious Corridor,"Elias Zapple, Elias Zapple","Adventure, Humor, Fantasy, Childrens, Action, Science Fiction, Mystery",4.69,96 ratings,10 reviews,"THE FIRST BOOK IN THE DUKE & MICHEL SERIES

DUKE & MICHEL: THE MYSTERIOUS CORRIDOR
Skateboarder Michel is freaking out as his cousin Romain has gone missing. Michel sticks his head through a hole in the garden fence and is sucked into a giant vortex. He ends up in a mysterious corridor, with doors leading to strange worlds. He also meets Duke, a food-obsessed, sarcastic Basset Hound dog, who is searching for his brothers. Together they hunt for their missing relatives, unaware that they are also being hunted by the Master, a villain with a dandruff problem.",https://www.goodreads.com/book/show/22182961-the-mysterious-corridor
Hope Beneath Our Feet: Restoring Our Place in the Natural World,"Martin Keogh, Michael Pollan, Barbara Kingsolver, Martin Keogh","Nature, Nonfiction, Environment, Essays, Sustainability, Ecology, Science",3.95,175 ratings,20 reviews,"An inspiring anthology for anyone seeking guidance, hope, and strength in the midst of our current environmental crisis—featuring writings from Barbara Kingsolver and Barry Lopez
 
The environmental “tipping point” we approach is more palpable each day, and people are seeing it in ways they can no longer ignore—we need only turn on the news to hear the litany of what is wrong around us. Serious reflection, inspiration, and direction on how to approach the future are now critical.

Hope Beneath Our Feet  creates a space for change with stories, meditations, and essays that address the question, “If our world is facing an imminent environmental catastrophe, how do I live my life right now?” This collection provides tools, both practical and spiritual, to those who care about our world and to those who are just now realizing they need to care. Featuring prominent environmentalists, artists, CEOs, grassroots activists, religious figures, scientists, policy makers, and indigenous leaders,  Hope Beneath Our Feet  shows readers how to find constructive ways to channel their energies and fight despair with engagement and participation. Presenting diverse strategies for change as well as grounds for hope, the contributors to this anthology celebrate the ways in which we can all engage in beneficial action for ourselves, our communities, and the world.

Contributors
Diane Ackerman
Paul Hawken
Derrick Jensen
Barbara Kingsolver
Francis Moore Lappé
Barry Lopez
Bill McKibben
Michael Pollan
Alice Walker
Howard Zinn",https://www.goodreads.com/book/show/8576451-hope-beneath-our-feet
The Spider Stone,"Alex Archer, Mel Odom, Alex Archer","Fantasy, Adventure, Urban Fantasy, Fiction, Paranormal, Action, Ebooks",3.78,"1,250 ratings",66 reviews,"In the crumbling remains of a tunnel that was part of the Underground Railroad, a mysterious artifact reveals one of the darkest secrets of Africa's ancient past. Intrigued by the strange, encrypted stone, archaeologist Annja Creed opens a door to a world—and a legend—bound by a fierce and terrible force. She is not alone in her pursuit of the impossible.

A bloodthirsty African warlord, and an international corporate magnate exploiting a land, a culture and a people, are equally anxious to stake their claim on the relic's unknown power. Annja's odyssey deep into the primeval jungles of Senegal becomes a desperate race to stop those eager to unleash the virulence of the Spider God….",https://www.goodreads.com/book/show/106554.The_Spider_Stone
Filling the Afterlife from the Underworld: Volume 2,"C.S. Woolley, C.S. Woolley",N/A,4.75,4 ratings,3 reviews,"Life as a private investigator isn’t all big cases, excitement and arch enemies. Filling the Afterlife from the Underworld volume two is the second book that follows the day to day musings and activities of Nicolette Mace: the Raven Siren, taken from her online blog.

“My place may not be much to look at, but it is home. It has been set on fire more times than I can count, had explosives planted beneath the floorboards, had burst pipes, hosted any gunfights and even been redecorated by an RPG. And yet it is still standing...sort of.”
- Home Sweet Home, Nicolette Mace",https://www.goodreads.com/book/show/20742995-filling-the-afterlife-from-the-underworld
Got Any Kahlua: Collected Recipes of The Dude,"Daniel Zwicke, The Dude, Daniel Zwicke",N/A,5.00,4 ratings,0 reviews,"Here it is Ladies and Gents, Achievers, even Nihilists . The Collected Recipes of The Dude. Yes The Dude cooks! He has to. He's Unemployed and needs to stretch those checks as much as humanly and Duderly possible. Dude needs money for all his necessities, like; Kahlua, Bowling Fees, Gas for The Dudemobile, food, w_ _d, and what-not. So in order to stretch his limited funds, the Dude cooks most of his meals at home. Can't go to In-N-Out or order take-out and what not. Gotta Feed The Monkey and eating out or ordering in would eat through the Dudes budget in no time flat. Dude has collected a lifetime of wonderful recipes, like, Dudes Cowboy Chili, Gooey Chop Meat, Da Fino's Meatballs, and more. Dude will teach you how to make a tasty Taco, Burritos, Ramen, Tuna-Fish Sandwich or whatever you little Achiever Heart desires. Being The Dude, all these recipes are Easy, Economical, and of course Tasty as Can Be! The Dude wouldn't have it any other way. GOT ANY KAHLUA - The Collected Recipes of The Dude, a.k.a. The BIG LEBOWSKI COOKBOOK is sure to please and ""A Must Have"" for any and all you Achievers out there. It's filled with Quips & Quotes, instructions on How to Make The Dudes Perfect White Russians (Caucasians) and other Awesome Cocktails like; Bunny Lebowski's Porn-O Punch, and Maude's Recipe for a ""Zesty"" Other tasty reciopes include; Dudes Perfect Steak, Guacomole alla Duderino, Dudes Buffalo Chicken Wings, Bozos Clam Chowder, Chocolate Kahlua Twinkies and much more. ""Dam,"" you just gotta Abide with Donny Walter, Maude, and all the rest in Got Any Kahlua The COLLECTED RECIPES of THE DUDE!",https://www.goodreads.com/book/show/15951115-got-any-kahlua
I'll Be There,"Holly Goldberg Sloan, Holly Goldberg Sloan","Young Adult, Romance, Contemporary, Realistic Fiction, Fiction, Family, Teen",3.99,"9,074 ratings","1,372 reviews","Emily Bell believes in destiny. To her, being forced to sing a solo in the church choir--despite her average voice--is fate: because it's while she's singing that she first sees Sam. At first sight, they are connected.

Sam Border wishes he could escape, but there's nowhere for him to run. He and his little brother, Riddle, have spent their entire lives constantly uprooted by their unstable father. That is, until Sam sees Emily. That's when everything changes.

As Sam and Riddle are welcomed into the Bells' lives, they witness the warmth and protection of a family for the first time. But when tragedy strikes, they're left fighting for survival in the desolate wilderness, and wondering if they'll ever find a place where they can belong. Beautifully written and emotionally profound, is a gripping story that explores the complexities of teenage passions, friendships, and loyalties.",https://www.goodreads.com/book/show/9415957-i-ll-be-there
Houston,"Melissa Bell, Melissa Bell","Paranormal Romance, Paranormal, Shapeshifters, Erotica",4.37,115 ratings,51 reviews,"Librarian's note: Original for Alternate cover edition of ISBN13 9781311802941.

Houston and his brothers are looking for a fresh start, can they make a go of it with 'Five Brothers Security' in Queensland, Australia. Houston an ex-federal agent meets Cameron a police detective that has just transferred back into the area. The two join forces to work a difficult case. Is it possible there could be more than meets the eye, Houston is tall, dark, handsome and cursed.

Cameron is a strong independent woman, she's had to fight hard to get her detectives shield in a male dominated world. should she trust Houston to help her with the case that could make or break her career.",https://www.goodreads.com/book/show/22044559-houston
Doomed,"Chuck Palahniuk, Chuck Palahniuk","Fiction, Horror, Fantasy, Humor, Contemporary, Audiobook, Novels",3.33,"15,115 ratings","1,154 reviews","Madison Spencer, the liveliest and snarkiest dead girl in the universe, continues the afterlife adventure begun in Chuck Palahniuk’s bestseller Damned. Just as that novel brought us a brilliant Hell that only he could imagine, Doomed is a dark and twisted apocalyptic vision from this provocative storyteller.

The bestselling Damned chronicled Madison’s journey across the unspeakable (and really gross) landscape of the afterlife to confront the Devil himself. But her story isn’t over yet. In a series of electronic dispatches from the Great Beyond, Doomed describes the ultimate showdown between Good and Evil.

After a Halloween ritual gone awry, Madison finds herself trapped in Purgatory—or, as mortals like you and I know it, Earth. She can see and hear every detail of the world she left behind, yet she’s invisible to everyone who’s still alive. Not only do people look right through her, they right through her as well. The upside is that, no longer subject to physical limitations, she can pass through doors and walls. Her first stop is her parents’ luxurious apartment, where she encounters the ghost of her long-deceased grandmother. For Madison, the encounter triggers memories of the awful summer she spent upstate with Nana Minnie and her grandfather, Papadaddy. As she revisits the painful truth of what transpired over those months (including a disturbing and finally fatal meeting in a rest stop’s fetid men’s room, in which . . . well, never mind), her saga of eternal damnation takes on a new and sinister meaning. Satan has had Madison in his sights from the very beginning: through her and her narcissistic celebrity parents, he plans to engineer an era of eternal damnation. For .

Once again, our unconventional but plucky heroine must face her fears and gather her wits for the battle of a lifetime. Dante Alighieri, watch your back; Chuck Palahniuk is gaining on you.",https://www.goodreads.com/book/show/17262208-doomed
Christmas in Camelot,"Mary Pope Osborne, Sal Murdocca, Mary Pope Osborne","Fantasy, Childrens, Christmas, Fiction, Chapter Books, Adventure, Middle Grade",4.07,"11,351 ratings",483 reviews,"The Magic Tree House series has become a staple for inspiring kids to read. Christmas in Camelot is a very special Magic Tree House book. Here, author Mary Pope Osborne uses the literary skills for which she’s known to create a longer, more in-depth story featuring the characters kids have come to love. The result is a fast-paced but detailed, easy-to-read story. Jack and Annie go on a quest to save Camelot, a quest that will prove to a beleaguered King Arthur that children and imagination really can make a difference.

Hardcover Publication 10/23/2001 116 Reading Age 6 and Up",https://www.goodreads.com/book/show/262436.Christmas_in_Camelot
Wil Deft,"Richard Wolkomir, Richard Wolkomir","Dystopia, Fantasy",4.25,60 ratings,6 reviews,"""Come,"" said the cat. ""It is time.""
It shamed him, talking with animals.
""They summon you,"" she said.
He guessed who his summoners must be.
""No,"" he said.
But imperial constables hunted him. He didn't know why. He fled upriver, terrified, into the great forest, where ancient spells lingered, his only guides this cold-eyed cat and feckless dog. And with every decision, every act, he was changed.
He'd never chosen this--they'd bred him for it.
He must be a thief.",https://www.goodreads.com/book/show/23361195-wil-deft
